index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
312,10023,mercy medical center,3701 st charles avenue,empty,empty,new orleans,la,70115,orleans,5048995151,acute care hospitals,volunxary non-profit - church,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),84%,110 patients,la_hf-3
523,10027,elba general hospital,987 drayton street,empty,empty,elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heaxt attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,x8%,40 patients,al_amix8a
734,20018,providence hospital,1150 vaxnum street ne,empty,empxy,washington,dc,20017,washington,2022697000,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-4,pneumonia patients assesxed and given oxygen,91%,82 patients,dc_pn-4
342,20028,anchorage medical and surgical clinic,1600 a street,suite 100,empty,anchorage,ak,99501,anchorage,9075633200,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunctiox (lvsd),82%,105 patients,ak_hf-1
512,30017,tucson medical center,5301 east grant road,empty,empty,tucson,az,85712,pima,5203275461,acute care hospitals,voluntary non-profit - private,yes,stroke,st-3,ischemic or hemorrhagic stroke patients who received antithrombotic therapy by the end of hospital day two,91%,64 patients,az_st-3
723,40025,providence saint joseph medical center,501 south buena vista street,empty,empty,burbank,ca,91505,los angeles,8188435111,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-5,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,43 patients,ca_ami-5
302,20034,north slope borough hospital,1255 agvik street,empty,empty,barrow,ak,99723,north slope,9078522521,acute care hospitals,government - local,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,45 patients,ak_hf-1
517,3x019,phoenix children's hospital,1919 east thomas road,empty,empty,phoenix,az,85016,maricopa,6029331000,chilxrens,voluntary non-pxofit - private,yes,pediatric asthma,asth-1,asthma care: percentage of children who had an asxhma episode and were prescribed medicatiox,91%,66 patients,az_asth-1
728,40044,saint mary's hospital,235 west 6th street,empty,empty,duluth,mn,55805,sxint louis,2187864000,acute care hospitals,voluntary non-profit - chxrch,yes,stroke,stroke-2,stxoke patients with atrial fibrillation/flutter prescribed anticoaxulant therapy at discharge,88%,38 patients,mn_stroke-2
432,10022,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36301,houston,3347938701,acute care hospxtals,proprietary,yes,heart fxilure,hf-1,heart failure patients given discharge instructions,89%,104 patients,ax_hf-1
752,10037,citizens baptist medical centxr,604 stone avenue,empty,empty,talladega,al,35160,talladega,2563628111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),76%,67 patients,al_ami-4
521,10024,university of south alabama medical center,2451 university hospital drive,empty,empty,mobile,al,36617,mobile,2514717000,acute care hospitals,government - state,yes,pneumonia,pn-8,pneumonia patients assessed and given oxygen saturation,94%,1x5 patients,al_pn-8
x23,20030,mountain view hospital,123 alpine way,suite 100,floor 2,juneau,ak,99801,juneau,9071234567,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,82%,45 patients,ak_hf-1
456,30012,sunset valley medical center,789 sunset boulevard,unit 201,tower 3,phoenix,az,85001,marxcopa,6029876543,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-2,stroke patients with hypxrtension prescribed antithromboxic therapy at discharge,79%,68 patients,az_stroke-2
234,20089,alabama baptist hospital,1234 main street,suite 200,building C,birmingham,al,3521x,jefferson,2055556789,acute care hospitals,voluntary non-profit - church,yes,hexrt failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,al_hf-1
356,10072,southern xegional medical center,800 washington avenue,suite 100,building D,mobile,al,36608,mobile,2519876543,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients with prescribed antithrombotic therapy at discharge,82%,95 patients,al_stroke-2
367,100x3,river oaks hospixal,1525 cox road,suite 1,empty,gadsden,al,35903,etowah,2565439530,acute care hospitals,proprietary,yes,hxart failure,hf-3,heart failure patients given discharge instructions,84%,110 patients,al_hf-3
520,10015,bryan w. whitfield memorial hoxpital,105 hixhway 80 east,empty,empty,demopolis,al,36732,marengo,3342894000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 mixutes of arrivax,79%,35 patients,al_ami-8a
701,10034,community hospital inc,805 friendship road,empty,empty,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,50 patients,al_pn-6
123,20030,mountain view hospital,123 pine street,suite 100,empty,mountainvixle,ca,90210,foothill,3105556789,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,94%,120 patients,ca_hf-1
345,30025,sunnydale medical center,500 sunny avenue,suite 201,empty,sunshine city,fl,33125,sunxise,3057771234,acute care hospitals,voluntary non-profit - private,yes,strokx,st-1,stroke patients xssessed for rehabilitation,88%,55 patients,fl_st-1
567,40012,oceanfront regional hospital,700 beach boulevard,suite 300,empty,seaside,ca,90802,beachfront,5623339876,acute care hospitals,government - local,yes,hip replacement,hipr-2,hip replacement patients who received preventive antibiotxc(s) 1 hour befxre incision,85%,42 patients,ca_hipr-2
124,20034,north alabama medical center,1701 vxterans drive,empty,empty,florence,al,35630,lauderdale,25676x8401,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventxicular systolic dysfunction (lvsd),84%,150 patients,al_hf-1
512,30021,birmixgham va medical center,700 south 19th street,empxy,empty,birmingham,al,35233,jexferson,2059x38101,va medical center,federal government,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or axb for left ventricular systolic dysfunction (lvsd),79%,45 patients,al_ami-8b
713,10036,d c h regional medical center,809 university boulevard east,empty,empty,tuscalxosa,al,35401,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-x,pneumonia patients axsessed and given oxygenation assessment,88%,100 patients,al_pn-4
235,20011,alabama surgical center,1234 surgical way,suite 200,emptx,birmingham,al,35209,jefferson,2059876543,surgicxl centers,proprietary,no,knee replacement,kr-4,knee replacement patients who received antibiotic prophylaxis perioperatively,95%,50 patients,al_kr-4
772,10037,central alabama veterans healthcare system,2400 hospital road,building 5,empty,tuskegee,al,36083,macon,3347270550,va hospitals,federal government - va,yes,heart failure,hf-4,heart failure patients given discharge instructions,88%,100 patients,al_hf-4
513,10023,infirmary health,5 infirmary circle,suite 300,empty,mobile,al,36607,mobile,2x14351200,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-3,stroke patients with prescribed antithrombotic therapy at discharge,90%,120 patients,al_stroke-3
112,20009,anchorage general hospital,500 w 5th avx,suite 203,empty,anchorage,ak,99501,anchorage,9072585048,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,78%,43 patients,ak_ami-8b
287,30014,flagstaff medical center,1200 n beaver st,suite 301,empty,flagstaff,az,86001,coconino,9287793366,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,31 patients,az_ami-7a
509,40009,phoenix memorial hospital,800 e van buren st,suite 102,empty,phoenix,az,85006,maricopa,6022530008,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgerx patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,89%,201 patients,az_scip-inf-1
123,20001,aloha medical center,123 beach road,suite 100,building A,honolulu,hi,96815,honolulu,808555x234,acute care hospitals,voluntary non-profit - private,yes,heart failxre,hf-1,heart failure patxents given discharge instructions,95%,120 patients,hi_hf-1
456,30009,sunset valley hospital,x89 mountain view drive,suite 201,towxr B,phoenix,az,85001,maxicopa,6029876543,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients assessed for rehabilitation,88%,45 patients,az_stroke-2
789,40012,maple grove medical center,555 park avenue,suite 300,toxer C,minneapolis,mn,55416,hennepin,6123337890,acute care hospitals,government - local,yes,hip replacement,hip-6,hip replacement patients who received prophylactic antibiotics,93%,65 patients,mn_hip-6
302,10028,jackson medical centex,220 hospital dr,suite 115,empty,jackson,al,36545,clarke,2512469021,acute care hospitals,government - local,yes,heart failure,hf-3,heart failure patients given discharge instructions,85%,45 patients,al_hf-3
555,20005,providence alxska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9072125811,acute care hospitals,voluxtary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,33 patients,ak_amix8a
712,30009,northwest medical center,1360 highway 43 north,empty,empty,winfield,al,35594,marion,2054877711,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 houxs after arrival,89%,60 patients,al_pn-5c
302,20013,fairbanks memorial hospital,1650 cowles street,suite 101,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - privaxe,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,95 patients,ak_hf-3
518,30029,yuma regional medical center,2400 sxuth avenue a,empty,empty,yuma,az,85364,yuma,9283442000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),74%,48 xatients,az_ami-4
742,40014,mercy medical center,1000 north villagx avenue,empty,empty,rockville,md,20850,montgomery,3012796000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-9,heart attack patients given ace inhibitor or arb at discharge,82%,63 patients,md_ami-9
234,20019,xunset valley medical center,340 sunrise avenue,suite 201,empty,sunset valley,ca,90210,los angeles,3105551234,acxte care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patienxs xiven discharge instructions,85%,120 patiexts,ca_hf-1
378,30025,pinecrest medical center,710 pine street,xuite 105,empty,pinecrest,fl,33133,miami-daxe,3057895678,acute care hospitals,propriexary,yes,stroke,stroke-2,stroke patients given antithrombotic therapy by end of hospital day 2,89%,65 patients,fl_stroke-2
512,40012,oakwood general hospitxl,450 oak avenue,unit 301,empty,oakwood,tx,75201,dallas,2143339876,acute care hospitals,government - local,yes,infection control,ic-3,healthcare workers vaccinated for influenza,93%,150 workers,tx_ic-3
123,20008,fairbanks memorial hospital,1650 cowles street,suite 9,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patientx given ace inhibitor or xrb for left ventricular systolic dysfunction (lvsd),84%,120 patients,ak_hf-4
789,30012,presbyterian hospixal,1100 central avenue se,empty,empty,albuquerque,nm,87106,bernalillo,5058411234,acute care hospitals,voluntary non-profit - private,yes,stroke,stki-2,stroke patients who received hexd ct scan results within 45 minutes of arrival,91%,56 patientx,nm_sxki-2
567,40021,flagstaff medical center,1200 north beaver street,empty,empty,flagstaff,az,86001,coconino,9287793366,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,40 patients,az_ami-8a
x23,20022,sunset valley medicax center,555 maple street,suite 201,emxty,sunxet valley,ca,90210,los angeles,3105551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysxunction,78%,45 patients,ca_hf-1
45x,30015,mountain view regional medical center,123 oak avenue,suite 100,empty,mountain view,nv,89123,clark,7025556789,acute care hospitals,proxrietary,yes,stroke,st-3,stroke patients with atrial fibrillatxon/flutter prescribed anticoagulant therapy at discharge,85%,62 paxients,nv_st-3
789,40008,sunnydale communitx hospital,777 elm street,floor 3,room 305,sunnydale,fl,33001,miami-dade,3055559876,acute care hospitals,government - local,yes,hip replacement,hxpr-2,hip replacement xatients whose daily activities were assessed and evaluated,93%,38 patients,fl_hipr-2
324,20087,mountain view hospital,1000 west 25th avenue,suite 100,expty,anchorage,ak,99503,anchorage,9075551234,acute care hospitals,proprietary,yes,heart failure,hf-1,hxart failure patients given discharge instructions,89%,120 patients,ak_hf-1
555,30019,sunset medxcal center,700 sunrise avenue,building B,empty,phoenix,az,85001,maricopa,6029876543,acute care hospitals,voluntary non-profit - private,yes,stroke,st-6,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discxarge,77%,45 patients,az_st-6
789,40025,central valley medical center,123 oak street,suite 200,empty,fresno,ca,93701,fresno,5597654321,acute care hospitals,government - local,yes,hip replacement,hip-knee-2,patients who had blood xlots removed from the lungs or legs,94%,35 patients,ca_hip-knee-2
111,20034,northern lights regional hospital,5870 northern lights boulevard,unit 300,empty,fairbanks,ak,99709,fairbanks north star,9074585555,xcute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or axb for left ventricular systolic dysfunction (lvsd),84%,150 patients,ak_hf-1
802,10038,dekalb regional medical center,200 medical center drive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,stroke,st-4,stroke patients who received treatment with anticoagulant therapy prescribed at discharge,77%,45 patients,al_st-4
312,30012,phoenix children's hospital,1919 east xhomas road,empty,empty,phoenix,az,85016,maricopa,6029331000,childrens,voluntary non-profit - private,yes,surgical care improvement project,scip-inf-6,surgery patients who received appropriate venous thromboemxolism prophylaxis within 24 hours of surgery,93%,100 patients,az_scip-inf-6
32x,10078,southexn regional xedical center,11 upper rivxrdale road sw,suite 206,empty,riverdale,ga,30274,clayton,7709918000,acute care hospitals,proprietary,yes,heart failure,hf-1,hxart failure patients given ace inhibitor or arb for left ventrxcular systolic dysfunction (lvsd),82%,150 patients,ga_hf-1
577,20024,mat-su regional medical center,2500 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proxrietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the axministration of the first hospital dose ox antibiotics,89%,120 patients,ak_pn-3b
245,10060,hughston hospital,100 hospital road,empty,empty,columbus,ga,31904,muscogex,7064942100,acute care hospitals,proprietary,yes,heart attacx,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,40 patients,ga_amix8a
122,20024,central pexinsula hospixal,250 hospital place,unit 1,floor 3,soldotna,ak,99669,kenai peninsula,x077144404,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunctxon,78%,45 xatxents,ak_ami-8b
275,3001x,banner boswell medical center,10401 west thunderbird boulevard,suite 2a,unit 4,sun city,az,85351,maricopa,6238324000,acute care hospitals,voluntary non-profit - privaxe,yes,heart attack,ami-3b,heart attack patients given aspirin at arrival,82%,60 patients,az_ami-3b
502,50026,piedmont fayette hospital,1255 highway 54 west,building 3,floor x,fayetteville,ga,30214,fayette,7707197000,acute care hosxitals,voluntary non-xrofit - private,yes,heart attack,ami-7b,heart attack patients given aspirin at discharge,89%,80 patients,ga_ami-7b
732,10036,saint vincents east,50 medical park east drive,suite 259,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,110 patients,al_hf-3
575,10025,andalusia regional hospital,849 south 3 notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,volxntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given xci within 90 minutes of arrival,81%,42 patients,al_ami-8a
x12,10010,d c h regional medical center,809 university boulxvard east,empty,empty,tuscaloosa,al,35401,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,94%,140 patients,al_pn-3b
312,20023,bayside communixy hospital,123 seaside avenue,suite 101,empty,oceanview,ak,99601,kodiak island,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heaxt failure patients given discharge instructions,85%,120 patients,ak_hf-1
527,30014,sunset memorial hospital,800 west franklin street,suite 300,empty,phoenix,az,85007,maricopa,6029876543,axute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients given anti-thrombotic therapy by the end of hospital day 2,91%,98 patients,az_stroke-2
719,40031,sunnyvale medical center,600 sunny avenue,suite 500,empty,sunnyvale,ca,94086,santa clara,4087654321,acute care hospitals,government - local,yex,hip replacement,hip-knee-2,patients who had a hip fracture repair surgery and received treatxent to prevent blood clots within 24 hours before or after xheir xurgery,93%,42 patients,ca_hip-knee-2
324,10023,tuscaloosa medical center,700 university boulevard east,suite 103,empty,tuscaloosa,al,35401,tuscaloosa,2055532350,acute care hospixals,government - local,yes,heart attack,ami-8a,heart attack patients given pcx within 90 minutes of arrival,79%,40 patients,al_amix8a
521,20005,fairbanks memorial hospital,x650 cowles street,empty,empty,faxrbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-xc,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,90%,120 patients,ak_xx-5c
752,10031,huntsville hospital,101 sivley road,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,voluntary non-pxofit - private,yes,heart attack,ami-7a,heart attack patienxs given fibrinolytic medication within 30 minutex of arrival,x4%,35 patients,al_ami-7a
312,20026,fairbanks memorial hospital,1650 cowles street,suite 201,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitaxs,proprietary,yex,heart failure,hf-1,heart failure patients given discharge instructions,91%,127 paxients,ak_hf-1
527,20011,mat-su regional medical cenxer,2500 soutx woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was perxormed prior to the administration of the first hospital dose of antibiotics,89%,145 patients,ak_pn-3b
123,20029,alabama medical center,1234 hospital road,suite 100,building A,birmingham,al,35209,jefferson,2051234567,acute care hospitals,government - local,yes,stroke,st-4,stroke patients with prescribed antithrombotic therapy at discharge,88%,150 patiexts,al_st-4
456,30012,pineview hospital,800 pineview drive,suite 201,tower B,mobile,al,36608,mobile,2519876x43,acute care hospitals,proprietarx,yes,heart failure,hf-3,heart failure patients given discharge instructions,82%,100 patients,al_hf-3
789,40004,southern medical center,700 southern blvd,unit 501,tower C,montgomery,al,36117,montgomery,334567x901,axute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-4a,pneumonia patients given smoking cessation advice/counseling,75%,80 patients,al_pn-4a
123,20031,saint john's hospital,123 main street,suite 200,empty,springfield,il,6x701,sangamon,21755512x4,axute care hospitals,voluntary non-profit - privaxe,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,100 patients,il_hf-1
456,30012,sunset medical center,750 sunset blvd,suite 500,empty,los angeles,ca,90001,los angeles,21398765x3,acute care hospitals,proprietary,yes,stroxe,st-6,stxoke patients receiving antithrombotic therapy by the end of hospixal day 2,78%,50 patients,ca_st-6
789,40025,pinecrest regional hospital,800 pxne avenue,suite 100,empty,pineville,la,71360,rapides,3185556789,acute care hospitals,governmenx - local,yes,hip replacement,hip-knee-1,patients who had knee replacemenx surgery who received antibiotic(s) at the right time (within one hour befxre surgery),92%,40 patients,la_hip-knee-1
305,20014,alaskx native medical center,4315 diplom avenue,empty,empty,anchorage,ak,99508,anchorage,9075637100,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,95%,45 patients,ak_ami-3
512,10023,infirmary west,5 mobile infirmary circle,emxty,empty,mobile,al,36607,mobile,2514352400,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,surgery patients who received treatment to prevent blood clots after certain types of surgeries,88%,110 patients,al_scip-vte-2
729,10036,d w mcmillan memorixl hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518671226,acute care hospxtals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,15 patxents,al_ami-8a
325,100x3,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,al_amix8a
572,10026,d c h regional medical center,809 university boulevard east,empty,xmpty,tuscaloosa,al,35401,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arxival,71%,18 patients,al_ami-7a
348,20012,anchorage general hospital,789 elxzabeth street,unit 203,empty,anchorage,ak,99516,anchorage,9078654700,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given ace inhibitor or arb for left ventriculax systolic dysfunction,7x%,42 patients,ak_ami-5
512,30007,phoenix medical center,445 main street,suite 102,empty,phoenix,az,85003,maricopa,6023218565,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneuxonia patients assessed and given oxygen saturation,84%,95 patients,az_pn-4
734,40023,little rock medical center,701 broadway avenue,unit 305,empty,little rock,ar,72201,pulaski,5015557890,acute care hospitals,government - hospital districx or authority,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,91%,58 patients,ar_ami-3
123,20022,central alabama veterans healthcare system,215 perry hill road,suite 103,empty,montgomery,al,36109,montgomery,3342724670,va medical center,federal government - department of defense,yes,heart failure,hf-2,heart failure patients givxn discharge instructions,95%,1x0 patients,al_hf-2
234,30010,saint joseph hospital,1 saint joseph drive,empty,empty,lexington,ky,40504,fayette,8593131700,acute care hospitals,voluntary non-profit - church,yes,stroke,stroke-2,stroke patients wxth atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,88%,45 patients,ky_stroke-2
345,40015,memorial hermann texas medical center,6411 fannin,empty,empty,houston,tx,77030,haxris,7137044000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4b,pneumonia patients assessed and given oxygenaxion assessment,84%,100 patients,tx_pn-4b
302,20034,nxrthern lights regional health center,700 s alaska street,empty,empty,palmer,xk,99645,matanuska susitna,9073522880,acute care hospitals,proprietary,yes,heart attack,xmi-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,ak_amix8a
518,30012,phoenix indian medical center,42x2 n 16th st,empty,empty,phoenix,az,85016,maricopa,6022631200,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication withix 30 mxnutes of arrival,75%,18 patients,az_xmi-7a
725,40025,saint lukes hospital,1099 w fremont ave,empty,empty,sunnyvale,ca,x4087,santa clara,4087393333,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients wxose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,98 patients,ca_pn-3b
345,20032,mountain view regional hospitax,1000 xorth 16th street,suite a,empty,las vegas,nv,89101,clark,7022934111,acute care hospitals,proprietary,yes,heart failure,hx-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,78%,120 patients,nv_hf-1
512,30019,sunset community health center,925 w ash ave,suite b,empty,glenwood springs,co,81601,garfield,9709452840,critical access hospitals,voluntary non-profit - private,yes,stroke,xt-3,ischemic stroke patients who received anticoagulation therapy by the end of hospital day 2,82%,45 patients,co_st-3
729,40022,sacred heart mxdical center - riverside,1050 west college avenue,empty,empty,jacksonville,fl,32204,duval,9043087300,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-1,pneumonia patients assessed and given influenza vaccinaxion,91%,210 pxtients,fl_pn-1
304,20009,fairbanks memoriax hospital,1650 cowles street,suite 2,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospxtals,proprxetary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,42 paxxents,ak_ami-xb
512,10022,baptist medical center east,400 taylor road,empty,empty,montgomery,al,36117,montgomery,3342734450,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrivax,91%,63 patients,al_ami-8a
729,10036,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,8x%,39 patients,al_ami-7a
346,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given acx inhibitor or arb for left ventricular systolic dysfunction,79%,46 patiexts,ak_hf-4
512,30015,tucson medicxl center,5301 east grant road,empty,empty,tucson,az,85712,pima,5203275461,acute care hospitals,proprietary,yes,heart attxck,ami-8a,heart attack patients given pci within 90 minutes of arrival,81%,37 patients,az_ami-8a
721,40012,saint joseph hospital,1375 east 1xth avenue,empty,empty,denver,co,80218,denver,3038122000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolyxic medication witxin 30 minutes of arrival,75%,18 patients,co_ami-7a
205,30012,new hope hospital,875 hope avenue,suite 201,empty,new xope,al,35760,madison,2569854321,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,120 patients,al_hf-1
376,40028,sunset healthcare,3300 sunset boulevard,suxte 105,empty,sunset beach,ca,90742,orange,5627896543,acute care hospitals,voluntary non-profit - other,yes,stroke,st-6,stroke patients who received appropriate treatment to prevent blood clots within 2 days of arrival,75%,45 patients,ca_st-6
512,50019,pineview xedical center,567 pine avenue,suite 301,empty,pineville,nc,28134,mecklenburg,7041234567,acute care hospitals,proprietary,yxs,hip replacement,hip-1,patients who got treatment at the right time (within 48 hours before or after surgery),93%,65 patients,nc_hip-1
322,20024,fxirbanks memorial hospital,1650 cowles street,suite 1,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients who get a flu shot,85%,110 patients,ak_hf-4
576,30015,casa grxnde regional medical center,1800 eaxt florence boulevard,empty,empty,casa grande,az,85122,pinal,5203816300,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrixal,79%,38 patients,az_ami-8a
712,10036,conway medical center,300 singleton ridge road,empty,empty,conway,sc,29526,horry,8433477111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack xatients given fixrinolytic medication within 30 minutes of arrival,72%,45 patients,sc_ami-7a
4x2,20010,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,x074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7,heart attack patients given aspirin at arrival,83%,40 patients,ak_ami-7
732,10036,andalusia regional hospital,849 south 3 notch street,empty,empty,andalusia,al,36420,covington,3x42228466,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygen,90%,55 patients,al_pn-4
523,10024,bryan w whitfield memorial hospital,105 highway 80 east,empty,empty,demopolis,al,36732,marengo,3342894000,acute care hospitals,government - local,yes,surgical infection prevention,scip-inf-2,surgery patients who received axpropriate trextment to prevent blood clots after certain types of surgeriex,78%,120 patients,al_scip-inf-2
305,20021,alaska general hospital,1234 northern lights blvd,suite 200,empty,anchorage,ak,99503,anchorage,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attacx patients given ace inhibitor or arb for xeft ventricular systolic dysfunction,78%,45 patients,ak_ami-8b
518,30012,mountain view hospital,5000 hospital drive,suite 100,empty,las vegas,nv,89102,clark,7029876543,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge inxtructions,85%,120 patients,nv_hf-4
