row_index,column_index,column_name,clean_value,dirty_value
368,3,address1,2105 east south boulevard,2105 east south blvd
368,4,address2,empty,suite 101
368,5,address3,empty,room A
368,8,zip code,36116,36106
368,10,phone number,3342882100,3342882101
368,17,score,89%,91%
368,18,sample,45 patients,50 patients
369,1,provider number,10025,10026
369,4,address2,empty,unit 301
369,5,address3,empty,suite 2
369,8,zip code,36301,36310
369,10,phone number,3347938701,3347938702
369,15,measure code,scip-inf-1,scip-inf-2
369,17,score,95%,94%
369,18,sample,120 patients,118 patients
369,19,stateavg,al_scip-inf-1,al_scip-inf-2
370,1,provider number,10036,10039
370,4,address2,empty,suite 100
370,5,address3,empty,floor 3
370,8,zip code,36732,36731
370,10,phone number,3342894000,3342894002
370,15,measure code,ami-8b,ami-8c
370,17,score,79%,81%
370,18,sample,42 patients,45 patients
370,19,stateavg,al_amix8b,al_amix8c
371,1,provider number,10021,10022
371,4,address2,empty,suite 101
371,5,address3,empty,floor 2
371,8,zip code,35235,35236
371,10,phone number,2058383000,2058383002
371,15,measure code,ami-3,ami-4
371,17,score,95%,93%
371,18,sample,102 patients,100 patients
371,19,stateavg,al_ami-3,al_ami-4
372,4,address2,empty,unit 103
372,8,zip code,93703,93702
372,10,phone number,5592256100,5592256101
372,17,score,83%,85%
372,18,sample,38 patients,40 patients
373,2,hospital name,anchorage general hospital,anchor general hospital
373,4,address2,empty,suite 201
373,8,zip code,99501,99502
373,10,phone number,9072724875,9072724876
373,17,score,83%,82%
373,18,sample,94 patients,90 patients
374,4,address2,empty,building B
374,8,zip code,35209,35208
374,10,phone number,2058772932,2058772933
374,17,score,88%,90%
374,18,sample,123 patients,120 patients
375,1,provider number,20009,20019
375,2,hospital name,grandview medical center,grandview medical centar
375,6,city,birmingham,birminghan
375,8,zip code,35243,35283
375,10,phone number,2059711000,2059711009
375,17,score,85%,80%
375,18,sample,120 patients,125 patients
376,1,provider number,10018,10081
376,2,hospital name,cullman regional medical center,culman regional medical center
376,6,city,cullman,culman
376,8,zip code,35058,35085
376,9,county name,cullman,culman
376,10,phone number,2567372000,2567372007
376,17,score,93%,95%
376,18,sample,45 patients,40 patients
377,1,provider number,10036,10063
377,8,zip code,36420,36402
377,10,phone number,3342228466,3342228469
377,17,score,78%,75%
377,18,sample,35 patients,30 patients
378,1,provider number,20019,20029
378,2,hospital name,northern lights regional health centre,northern lites regional health centre
378,3,address1,5003 42 street,5003 42nd street
378,8,zip code,78901,78910
378,10,phone number,7807916161,7807916162
378,16,measure name,stroke patients assessed for rehabilitation,stroke patients accessed for rehabilitation
378,17,score,89%,88%
378,18,sample,45 patients,44 patients
378,19,stateavg,ab_stroke-2,ab_stroke-3
379,1,provider number,30009,30090
379,3,address1,700 main street,700 main st
379,8,zip code,25301,25310
379,10,phone number,3045551234,3045551243
379,17,score,78%,77%
379,18,sample,65 patients,64 patients
379,19,stateavg,wv_hf-1,wv_hf-2
380,1,provider number,40027,40072
380,8,zip code,28801,28802
380,10,phone number,8289876543,8289876544
380,17,score,91%,90%
380,18,sample,37 patients,36 patients
380,19,stateavg,nc_hip-6,nc_hip-7
381,2,hospital name,northern lights regional health centre,northern lights regional health center
381,8,zip code,12345,12346
381,10,phone number,7807916161,7807916162
381,17,score,84%,85%
381,18,sample,120 patients,121 patients
382,2,hospital name,sunnybrook health sciences centre,sunnybrook health science center
382,8,zip code,54321,54320
382,10,phone number,4164806100,4164806101
382,17,score,91%,90%
382,18,sample,80 patients,81 patients
383,4,address2,suite 100,suite 101
383,8,zip code,85541,85540
383,10,phone number,9284721268,9284721269
383,17,score,82%,81%
383,18,sample,38 patients,37 patients
384,8,zip code,74012,74102
384,10,phone number,9183557373,9183357373
384,17,score,89%,87%
385,1,provider number,10036,10336
385,17,score,75%,77%
386,1,provider number,10036,10336
386,17,score,77%,79%
387,4,address2,empty,suite 101
387,8,zip code,35968,35960
387,10,phone number,2568453150,2568543150
387,17,score,83%,87%
387,18,sample,150 patients,148 patients
388,8,zip code,35801,35810
388,10,phone number,2562651000,2562651001
388,17,score,95%,92%
388,18,sample,120 patients,125 patients
389,4,address2,suite 101,suite 102
389,8,zip code,36116,36161
389,10,phone number,3342882100,3342882101
389,17,score,79%,75%
389,18,sample,35 patients,30 patients
390,1,provider number,10001,10011
390,4,address2,empty,missing
390,5,address3,empty,missing
390,6,city,birmingham,birmangham
390,8,zip code,35233,35234
390,10,phone number,2059344011,2059344012
390,14,condition,pneumonia,neumonia
390,17,score,94%,95%
390,18,sample,150 patients,151 patients
391,1,provider number,10035,10045
391,4,address2,empty,missing
391,5,address3,empty,missing
391,8,zip code,35150,35151
391,10,phone number,2564014000,2564014001
391,17,score,71%,70%
391,18,sample,42 patients,41 patients
392,1,provider number,20012,20021
392,5,address3,empty,missing
392,6,city,fairbanks,faiirbanks
392,8,zip code,99701,99702
392,10,phone number,9074528181,9074528182
392,17,score,88%,87%
392,18,sample,42 patients,41 patients
393,2,hospital name,huntsville hospital,huntsvill hospital
393,8,zip code,35801,35811
393,10,phone number,2562651000,2562651001
393,17,score,91%,92%
394,2,hospital name,chilton medical center,chilton medical centerr
395,2,hospital name,fairbanks memorial hospital,fairbanks memorial hospitall
395,10,phone number,9074528181,9074528182
395,17,score,88%,87%
396,8,zip code,36426,36423
396,10,phone number,2518098309,2518098300
396,17,score,79%,78%
396,18,sample,43 patients,42 patients
397,1,provider number,10023,100230
398,8,zip code,99501,99503
399,8,zip code,80220,80221
399,17,score,93%,94%
400,8,zip code,85001,85010
400,17,score,85%,84%
401,8,zip code,99669,99668
401,17,score,88%,89%
402,1,provider number,30012,30021
402,4,address2,empty,suite 100
402,8,zip code,85206,85026
402,10,phone number,4808545000,4808545001
402,17,score,79%,80%
402,18,sample,45 patients,46 patients
403,1,provider number,40009,40090
403,4,address2,empty,building 1
403,8,zip code,72143,72134
403,10,phone number,5012686121,5012686129
403,17,score,83%,85%
403,18,sample,33 patients,35 patients
404,1,provider number,10022,10032
404,8,zip code,36116,36161
404,10,phone number,3342882100,3342882109
404,17,score,95%,94%
404,18,sample,110 patients,111 patients
405,1,provider number,20009,20090
405,3,address1,3200 providence drive,320 providence drive
406,10,phone number,2565718000,2565178000
407,8,zip code,99204,99404
408,1,provider number,50032,50023
408,2,hospital name,billings clinic hospital,billing clinic hospital
408,3,address1,2800 10th avenue north,2800 10th ave north
408,4,address2,empty,unit 3
408,8,zip code,59107,59108
408,10,phone number,4062382500,4062382501
408,17,score,72%,70%
408,18,sample,40 patients,41 patients
409,1,provider number,20034,20043
409,3,address1,1234 main street,1234 main st
409,8,zip code,35209,35210
409,10,phone number,2051234567,2051234568
409,17,score,85%,82%
409,18,sample,150 patients,155 patients
410,1,provider number,10029,10209
410,3,address1,2000 pepperell parkway,2000 pepperell pkwy
410,8,zip code,36801,36802
410,10,phone number,3347493411,3347493412
410,17,score,78%,80%
410,18,sample,30 patients,35 patients
411,1,provider number,20012,20032
411,2,hospital name,sacred heart hospital on the gulf,sacred hart hospital on the gulf
411,8,zip code,36542,36543
411,10,phone number,2519876543,2519876540
411,17,score,91%,92%
411,18,sample,45 patients,46 patients
412,1,provider number,10012,10022
412,2,hospital name,montgomery general hospital,montgomry general hospital
412,8,zip code,36104,36114
412,10,phone number,3345557890,3345557892
412,17,score,84%,86%
412,18,sample,112 patients,110 patients
413,1,provider number,10022,10222
413,8,zip code,35233,35235
413,10,phone number,2059876543,2059876545
413,17,score,91%,90%
413,18,sample,45 patients,40 patients
414,2,hospital name,mobile regional medical center,mobiel regional medical center
414,3,address1,450 st antoine street,450 saint antoine street
414,6,city,mobile,moble
414,8,zip code,36607,36067
414,17,score,79%,80%
414,18,sample,98 patients,100 patients
415,6,city,susanville,susanvill
415,8,zip code,96130,96103
415,17,score,78%,77%
415,18,sample,40 patients,50 patients
416,6,city,hugo,hogo
416,8,zip code,74743,74734
416,10,phone number,5803268304,5803268043
416,17,score,94%,93%
416,18,sample,120 patients,125 patients
417,1,provider number,40009,40090
417,6,city,cullman,culman
417,8,zip code,35058,30558
417,9,county name,cullman,culman
418,1,provider number,10023,10032
418,8,zip code,35661,53661
419,1,provider number,10021,10012
419,2,hospital name,infirmary west,infirmery west
419,6,city,mobile,moblie
419,8,zip code,36609,36069
420,1,provider number,20022,22002
420,2,hospital name,fairbanks memorial hospital,fairbanks memorial hospitall
421,1,provider number,10024,10204
421,8,zip code,35447,34447
422,1,provider number,10035,10305
422,8,zip code,35235,32535
423,2,hospital name,northern lights regional health centre,northern lights regional health center
423,4,address2,empty,unit 301
423,8,zip code,23562,23561
423,10,phone number,7807916161,7807916162
423,17,score,82%,83%
423,18,sample,120 patients,121 patients
424,4,address2,empty,suite 100
424,8,zip code,86314,86315
424,10,phone number,9284452700,9284452701
424,17,score,75%,76%
424,18,sample,45 patients,46 patients
425,4,address2,empty,suite 200
425,8,zip code,85741,85742
425,10,phone number,5207429000,5207429001
425,17,score,88%,89%
425,18,sample,60 patients,61 patients
426,1,provider number,20001,20010
426,8,zip code,99501,99500
426,10,phone number,9075551234,9075551235
426,17,score,88%,87%
426,18,sample,120 patients,121 patients
426,19,stateavg,ak_hf-1,ak_hf-2
427,1,provider number,30012,30112
427,2,hospital name,sunny hills rehabilitation center,sunyy hills rehabilitation center
427,8,zip code,94086,94080
427,10,phone number,4089876543,4089876542
427,17,score,93%,92%
427,18,sample,45 patients,44 patients
428,1,provider number,40021,40012
428,8,zip code,77002,77001
428,10,phone number,7138765432,7138765430
428,17,score,85%,86%
428,18,sample,60 patients,61 patients
428,19,stateavg,tx_sa-3,tx_sa-2
429,2,hospital name,northern lights regional health centre,northern lights regional health center
429,8,zip code,55555,55554
429,10,phone number,7807916160,7807916161
429,17,score,78%,77%
429,18,sample,45 patients,46 patients
430,8,zip code,78787,78788
430,10,phone number,7056754583,7056754582
430,17,score,93%,92%
430,18,sample,112 patients,111 patients
431,2,hospital name,sunnybrook health sciences centre,sunnybrook health science center
431,8,zip code,12345,12346
431,10,phone number,4164806100,4164806101
431,17,score,85%,84%
431,18,sample,98 patients,99 patients
432,2,hospital name,birmingham hospital,birmingham medical center
432,8,zip code,35211,35212
432,10,phone number,2057891234,2057891235
432,17,score,89%,88%
432,18,sample,120 patients,121 patients
433,17,score,75%,74%
433,18,sample,45 patients,46 patients
434,8,zip code,99501,99502
434,10,phone number,9075554321,9075554322
434,17,score,83%,84%
434,18,sample,55 patients,54 patients
435,4,address2,suite 200,suite 201
435,6,city,dallas,dalas
435,8,zip code,75235,75236
435,10,phone number,2142312273,2142312274
435,12,hospital owner,proprietary,proprietory
435,15,measure code,hf-1,hf-2
435,17,score,89%,88%
435,18,sample,92 patients,93 patients
435,19,stateavg,tx_hf-1,tx_hf-2
436,6,city,anchorage,anchorgae
436,8,zip code,99508,99580
436,10,phone number,9075622211,9075622210
436,15,measure code,ami-8a,ami-8b
436,17,score,83%,82%
436,18,sample,40 patients,39 patients
436,19,stateavg,ak_amix8a,ak_ami-8b
437,8,zip code,19460,19461
437,10,phone number,6109831000,6109831001
437,15,measure code,pn-5c,pn-6a
437,17,score,95%,94%
437,18,sample,120 patients,119 patients
437,19,stateavg,pa_pn-5c,pa_pn-6a
438,4,address2,empty,unit 201
438,5,address3,empty,suite 100
438,8,zip code,36116,36106
438,10,phone number,3342882100,3342882101
438,17,score,78%,80%
438,18,sample,45 patients,40 patients
439,4,address2,empty,suite 101
439,8,zip code,36426,36427
439,10,phone number,2518678061,2518678062
439,17,score,85%,88%
439,18,sample,63 patients,60 patients
440,4,address2,empty,unit 301
440,8,zip code,35160,35161
440,10,phone number,2563628111,2563628112
440,17,score,91%,95%
440,18,sample,38 patients,35 patients
441,5,address3,empty,missing
441,8,zip code,32504,32540
441,10,phone number,8504167000,8504167001
441,17,score,78%,80%
441,18,sample,45 patients,40 patients
441,19,stateavg,fl_ami-8b,fl_ami-8c
442,1,provider number,20002,20020
442,4,address2,empty,missing
442,8,zip code,52537,52357
442,10,phone number,6416642145,6416642154
442,17,score,90%,95%
442,18,sample,32 patients,35 patients
442,19,stateavg,ia_scip-vte-2,ia_scip-vte-3
443,1,provider number,10028,10082
443,4,address2,suite 303,suite 330
443,8,zip code,36301,36310
443,10,phone number,3347938701,3347938702
443,17,score,84%,86%
443,18,sample,92 patients,90 patients
443,19,stateavg,al_hf-3,al_hf-4
444,4,address2,empty,unit 201
444,8,zip code,72034,72044
444,10,phone number,5013293831,5013293832
444,17,score,95%,92%
444,18,sample,134 patients,130 patients
445,4,address2,empty,suite 100
445,10,phone number,2568453150,2568453151
445,17,score,79%,78%
445,18,sample,21 patients,20 patients
446,4,address2,suite a,suite b
446,8,zip code,99503,99501
446,10,phone number,9075622211,9075622212
446,17,score,79%,81%
446,18,sample,45 patients,40 patients
447,4,address2,suite 300,suite 400
447,6,city,phoenix,pheonix
447,8,zip code,85001,85011
447,10,phone number,6029810123,6029810124
447,17,score,88%,85%
447,18,sample,98 patients,100 patients
448,4,address2,unit 500,unit 505
448,6,city,denver,denvar
448,8,zip code,80202,80220
448,10,phone number,3037654321,3037564321
448,17,score,91%,89%
448,18,sample,120 patients,125 patients
449,4,address2,empty,building A
449,8,zip code,99701,99705
449,10,phone number,9074585555,9074585556
449,13,emergency service,yes,no
449,14,condition,heart attack,heart attach
449,17,score,78%,80%
449,18,sample,45 patients,50 patients
450,4,address2,empty,Unit 202
450,5,address3,empty,Suite 105
451,2,hospital name,Phoenix Children's Hospital,Pheonix Children's Hospital
451,4,address2,empty,Unit 101
451,8,zip code,85016,85106
452,1,provider number,20021,20012
452,3,address1,1650 cowles street,1650 Cowles St
452,4,address2,suite 202,Suite 202
453,4,address2,empty,suite 101
453,8,zip code,36426,36427
453,10,phone number,2518678061,2518678062
453,15,measure code,hf-1,hf-2
453,17,score,84%,82%
453,18,sample,97 patients,95 patients
453,19,stateavg,al_hf-1,al_hf-2
454,4,address2,empty,suite 200
454,8,zip code,36305,36306
454,10,phone number,3347945000,3347945001
454,15,measure code,ami-8a,ami-9a
454,17,score,73%,70%
454,18,sample,61 patients,65 patients
454,19,stateavg,al_amix8a,al_amix9a
455,3,address1,123 main street,124 main street
455,4,address2,suite 100,suite 101
455,8,zip code,99501,99502
455,10,phone number,9071234567,9071234568
455,15,measure code,hf-1,hf-2
455,17,score,95%,93%
455,18,sample,150 patients,155 patients
455,19,stateavg,ak_hf-1,ak_hf-2
456,0,index,456,457
456,1,provider number,30023,30032
456,8,zip code,80218,80210
456,17,score,89%,87%
456,18,sample,80 patients,82 patients
457,0,index,789,790
457,1,provider number,40015,40115
457,8,zip code,94086,94080
457,17,score,93%,95%
457,18,sample,45 patients,47 patients
458,0,index,123,124
458,1,provider number,20009,20090
458,3,address1,300 blake boulevard,301 blake boulevard
458,8,zip code,28374,28375
458,17,score,78%,80%
458,18,sample,45 patients,40 patients
459,3,address1,4315 diplomarcy drive,4315 diplomacy drive
459,8,zip code,99508,99507
460,8,zip code,86515,86516
461,8,zip code,86001,86010
462,1,provider number,20032,20023
462,8,zip code,97420,97421
462,17,score,84%,82%
462,18,sample,45 patients,46 patients
463,1,provider number,30012,30112
463,8,zip code,97477,97407
463,17,score,91%,93%
463,18,sample,34 patients,35 patients
464,1,provider number,40027,42007
464,6,city,aurora,arvada
464,8,zip code,80045,80047
464,17,score,94%,96%
465,2,hospital name,fairbanks memorial hospital,fairbank memorial hospital
465,8,zip code,99701,99702
465,10,phone number,9074585555,9074585556
465,17,score,89%,88%
465,18,sample,120 patients,121 patients
465,19,stateavg,ak_hf-3,ak_hf-4
466,2,hospital name,helen keller memorial hospital,helen keller memorial hospita
466,8,zip code,35660,35661
466,10,phone number,2563864556,2563864557
466,17,score,91%,92%
466,18,sample,150 patients,151 patients
466,19,stateavg,al_scip-inf-2,al_scip-inf-3
467,8,zip code,36109,36108
467,10,phone number,3342724670,3342724671
467,17,score,78%,77%
467,18,sample,45 patients,46 patients
467,19,stateavg,al_ami-8a,al_ami-8b
468,1,provider number,20033,20333
468,2,hospital name,northwest medical center,northwest medical cente
468,3,address1,123 main street,123 main stret
468,6,city,springfield,springfiel
468,8,zip code,62701,62710
468,10,phone number,2175551234,2175551235
468,15,measure code,hf-1,hf-2
468,16,measure name,heart failure patients given discharge instructions,heart failure patients given discharge instruction
468,17,score,85%,84%
468,18,sample,100 patients,101 patients
468,19,stateavg,il_hf-1,il_hf-2
469,1,provider number,40012,40021
469,2,hospital name,sunset valley medical center,sunset valley medical cente
469,5,address3,empty,empt
469,6,city,phoenix,phoeni
469,8,zip code,85001,85010
469,10,phone number,6029876543,6029876544
469,15,measure code,st-1,st-2
469,17,score,78%,77%
469,18,sample,50 patients,49 patients
469,19,stateavg,az_st-1,az_st-2
470,1,provider number,30025,30052
470,2,hospital name,central regional medical center,central regional medical cente
470,3,address1,500 main avenue,500 main avenu
470,6,city,dallas,dalla
470,8,zip code,75201,75210
470,10,phone number,2143335678,2143335679
470,15,measure code,hipr-2,hipr-3
470,17,score,93%,92%
470,18,sample,40 patients,41 patients
470,19,stateavg,tx_hipr-2,tx_hipr-3
471,8,zip code,90210,902100
472,8,zip code,28134,281340
473,8,zip code,33123,33132
473,10,phone number,3057774567,3057774576
474,0,index,321,312
474,1,provider number,20089,2089
474,2,hospital name,northern lights regional health centre,northern lights regional health center
474,3,address1,7 hospital drive,7 hospital dr
474,4,address2,suite 200,suite 20
474,5,address3,empty,nan
474,8,zip code,57589,5789
474,10,phone number,7807916161,7807916162
475,0,index,532,523
475,1,provider number,30024,32004
475,4,address2,suite 100,suite 10
475,5,address3,empty,nan
475,8,zip code,38834,3834
475,10,phone number,6622931000,6622931001
475,17,score,78%,79%
475,18,sample,40 patients,41 patients
476,0,index,716,761
476,1,provider number,40032,40023
476,3,address1,56 franklin street,56 franklin st
476,4,address2,suite 300,suite 30
476,5,address3,empty,nan
476,8,zip code,6702,6720
476,10,phone number,2037096000,2037096001
476,17,score,91%,92%
476,18,sample,150 patients,151 patients
477,5,address3,empty,missing
477,8,zip code,99669,99661
477,10,phone number,9077144500,9077145500
477,17,score,78%,81%
477,18,sample,42 patients,45 patients
478,1,provider number,30015,30115
478,8,zip code,85016,85106
478,10,phone number,6029331000,6029331001
478,17,score,95%,94%
478,18,sample,63 patients,60 patients
479,1,provider number,40027,40227
479,4,address2,empty,missing
479,5,address3,empty,missing
479,8,zip code,44857,44757
479,10,phone number,4196688101,4196688109
479,17,score,89%,87%
479,18,sample,98 patients,92 patients
480,8,zip code,99501,99502
480,10,phone number,9075551234,9075551235
480,17,score,83%,82%
480,18,sample,150 patients,151 patients
481,1,provider number,10023,10024
481,2,hospital name,birmingham medical center,birminghan medical center
481,8,zip code,35209,35210
481,10,phone number,2059876543,2059876542
481,17,score,91%,90%
481,18,sample,120 patients,119 patients
482,1,provider number,10036,10063
482,8,zip code,35223,35234
482,10,phone number,2058765432,2058765430
482,17,score,95%,94%
482,18,sample,80 patients,81 patients
483,1,provider number,20019,20091
483,4,address2,empty,apt 302
483,5,address3,empty,nan
483,10,phone number,9074528181,9074528180
483,17,score,78%,82%
483,18,sample,42 patients,40 patients
484,1,provider number,30027,30072
484,4,address2,empty,suite 501
484,5,address3,empty,nan
484,8,zip code,85016,85106
484,10,phone number,6029331000,6029331005
484,17,score,88%,80%
484,18,sample,64 patients,60 patients
485,1,provider number,40039,40309
485,4,address2,empty,floor 5
485,5,address3,empty,nan
485,8,zip code,85004,85040
485,10,phone number,6024171400,6024171401
485,17,score,65%,69%
485,18,sample,17 patients,16 patients
486,5,address3,empty,missing
486,8,zip code,99701,9970
486,10,phone number,9074528181,9075428181
486,17,score,88%,85%
486,18,sample,112 patients,110 patients
487,4,address2,empty,missing
487,8,zip code,85364,8536
487,10,phone number,9283442000,9283342000
487,17,score,82%,80%
487,18,sample,45 patients,40 patients
488,4,address2,empty,missing
488,8,zip code,89015,8915
488,10,phone number,7026165000,7026105000
488,17,score,75%,70%
488,18,sample,64 patients,60 patients
489,8,zip code,36116,36161
489,10,phone number,3342882100,3342882101
489,17,score,84%,81%
489,18,sample,150 patients,148 patients
490,8,zip code,36116,36161
490,10,phone number,3342882100,3342882101
490,17,score,79%,75%
490,18,sample,48 patients,50 patients
491,8,zip code,99701,99710
491,10,phone number,9074528181,9074528180
491,17,score,78%,80%
491,18,sample,34 patients,35 patients
492,1,provider number,10026,10226
492,4,address2,empty,suite 100
492,10,phone number,2568453150,2568453100
493,1,provider number,20001,20010
493,8,zip code,99508,99058
493,10,phone number,9072761131,9072711131
494,8,zip code,99709,99790
494,10,phone number,9074567890,9074567891
495,1,provider number,30014,30024
495,8,zip code,85001,85010
495,10,phone number,6029876543,6029876544
495,17,score,78%,79%
496,1,provider number,40021,40012
496,8,zip code,90001,90010
496,10,phone number,2135556789,2135556788
496,17,score,92%,91%
497,1,provider number,20009,20090
497,8,zip code,99669,99679
497,10,phone number,9077144404,9077144405
497,17,score,82%,81%
498,4,address2,empty,unit 202
499,4,address2,suite 100,suite 105
500,4,address2,suite 1,suite 2
501,1,provider number,20012,20021
501,2,hospital name,providence alaska medical center,Providence Alaska Medical Center
501,3,address1,3200 providence drive,3200 Providence Drive
501,6,city,anchorage,Anchorage
501,9,county name,anchorage,Anchorage
502,1,provider number,20021,200211
502,2,hospital name,Fairbanks Memorial Hospital,Firbanks Memorial Hospital
504,4,address2,empty,unit 101
504,6,city,Centreville,Centerville
504,10,phone number,2059264881,2059264882
504,17,score,82%,81%
504,18,sample,42 patients,40 patients
505,6,city,springfield,Springfield
505,10,phone number,2175551234,2175551235
505,17,score,85%,86%
505,18,sample,100 patients,105 patients
506,6,city,springfield,Springfield
506,10,phone number,4177774567,4177774568
506,17,score,78%,77%
506,18,sample,50 patients,55 patients
507,8,zip code,14602,14062
507,10,phone number,5858887890,5858887891
507,17,score,92%,91%
507,18,sample,75 patients,74 patients
508,10,phone number,9074587000,9074587001
509,8,zip code,99508,99580
509,10,phone number,9075622211,9075622221
510,0,index,221,222
510,1,provider number,30009,30090
510,8,zip code,35904,35905
510,10,phone number,2565469265,2565469266
510,17,score,89%,88%
510,18,sample,140 patients,141 patients
511,0,index,567,568
511,1,provider number,20023,20032
511,8,zip code,99701,99702
511,10,phone number,9074528181,9074528182
511,17,score,78%,77%
511,18,sample,40 patients,41 patients
512,0,index,123,124
512,1,provider number,20025,20028
512,8,zip code,35660,35661
512,10,phone number,2569733000,2569733001
512,17,score,85%,86%
512,18,sample,120 patients,121 patients
513,2,hospital name,arkansas children's hospital,arkansaw children's hospital
513,3,address1,1 children's way,1 childrens way
513,8,zip code,72202,72222
513,10,phone number,5013641100,5013641000
513,17,score,93%,94%
513,18,sample,50 patients,51 patients
514,3,address1,3701 st charles avenue,3701 st charles ave
514,8,zip code,70115,70114
514,10,phone number,5048995151,5048995150
514,17,score,84%,85%
514,18,sample,110 patients,111 patients
515,3,address1,987 drayton street,987 drayton st
515,8,zip code,36323,36333
515,10,phone number,3348972257,3348972258
515,17,score,78%,79%
515,18,sample,40 patients,41 patients
516,1,provider number,20018,20028
516,4,address2,empty,suite 100
516,8,zip code,20017,20018
516,10,phone number,2022697000,2022697001
516,17,score,91%,89%
516,18,sample,82 patients,81 patients
517,1,provider number,20028,20023
517,8,zip code,99501,99502
517,10,phone number,9075633200,9075633201
517,17,score,82%,85%
517,18,sample,105 patients,108 patients
518,1,provider number,30017,30027
518,8,zip code,85712,85713
518,10,phone number,5203275461,5203275462
518,17,score,91%,89%
518,18,sample,64 patients,60 patients
519,1,provider number,40025,40052
519,2,hospital name,providence saint joseph medical center,providence saint jseph medical center
519,8,zip code,91505,91550
519,17,score,88%,82%
519,18,sample,43 patients,40 patients
520,1,provider number,20034,20043
520,2,hospital name,north slope borough hospital,north slope borough hospitl
520,8,zip code,99723,99732
520,17,score,85%,88%
520,18,sample,45 patients,41 patients
521,1,provider number,30019,30091
521,8,zip code,85016,85106
521,17,score,91%,95%
521,18,sample,66 patients,68 patients
522,8,zip code,55805,55850
522,10,phone number,2187864000,2187864009
522,17,score,88%,85%
522,18,sample,38 patients,30 patients
523,8,zip code,36301,36310
523,10,phone number,3347938701,3347938702
523,17,score,89%,88%
523,18,sample,104 patients,110 patients
524,8,zip code,35160,35170
524,10,phone number,2563628111,2563628119
524,17,score,76%,74%
524,18,sample,67 patients,60 patients
525,1,provider number,10024,10034
525,2,hospital name,university of south alabama medical center,universiti of south alabama medical center
525,4,address2,empty,suite 101
525,5,address3,empty,floor 3
525,8,zip code,36617,36618
525,10,phone number,2514717000,2514727000
525,15,measure code,pn-8,pn-9
525,17,score,94%,92%
525,18,sample,145 patients,140 patients
525,19,stateavg,al_pn-8,al_pn-9
526,1,provider number,20030,20035
526,4,address2,suite 100,suite 101
526,8,zip code,99801,99802
526,10,phone number,9071234567,9071234568
526,15,measure code,hf-1,hf-2
526,17,score,82%,85%
526,18,sample,45 patients,40 patients
526,19,stateavg,ak_hf-1,ak_hf-2
527,1,provider number,30012,30021
527,4,address2,unit 201,unit 202
527,5,address3,tower 3,tower 2
527,8,zip code,85001,85002
527,10,phone number,6029876543,6029876544
527,15,measure code,stroke-2,stroke-3
527,17,score,79%,77%
527,18,sample,68 patients,65 patients
527,19,stateavg,az_stroke-2,az_stroke-3
528,1,provider number,20089,20099
528,8,zip code,35216,35215
528,10,phone number,2055556789,2055556780
528,17,score,89%,87%
528,18,sample,120 patients,122 patients
529,1,provider number,10072,10027
529,8,zip code,36608,36688
529,10,phone number,2519876543,2519876542
529,17,score,82%,85%
529,18,sample,95 patients,90 patients
530,1,provider number,10023,10223
530,8,zip code,35903,35930
530,10,phone number,2565439530,2565439535
530,17,score,84%,82%
530,18,sample,110 patients,115 patients
531,4,address2,empty,unit 200
531,8,zip code,36732,36733
531,9,county name,marengo,marango
531,10,phone number,3342894000,3342894001
531,17,score,79%,80%
531,18,sample,35 patients,36 patients
532,2,hospital name,community hospital inc,communiti hospital inc
532,6,city,tallassee,tallasee
532,8,zip code,36078,36079
532,10,phone number,3342836541,3342836542
532,17,score,88%,87%
532,18,sample,50 patients,51 patients
533,8,zip code,90210,90211
533,10,phone number,3105556789,3105556780
533,17,score,94%,93%
533,18,sample,120 patients,121 patients
534,2,hospital name,sunnydale medical center,sunnydale medical centre
534,8,zip code,33125,33124
534,10,phone number,3057771234,3057771235
534,17,score,88%,89%
534,18,sample,55 patients,54 patients
535,3,address1,700 beach boulevard,701 beach boulevard
535,4,address2,suite 300,suite 301
535,8,zip code,90802,90820
535,10,phone number,5623339876,5623339877
535,17,score,85%,86%
535,18,sample,42 patients,41 patients
536,8,zip code,35630,35631
536,10,phone number,2567688401,2567688402
536,17,score,84%,83%
536,18,sample,150 patients,151 patients
537,4,address2,empty,unit 5
537,6,city,birmingham,birmngham
537,8,zip code,35233,35230
537,10,phone number,2059338101,2059338102
537,17,score,79%,80%
537,18,sample,45 patients,46 patients
538,8,zip code,35401,35402
538,10,phone number,2057597111,2057597112
538,17,score,88%,89%
538,18,sample,100 patients,101 patients
539,4,address2,suite 200,suite 201
539,8,zip code,35209,35208
539,10,phone number,2059876543,2059876544
539,17,score,95%,94%
539,18,sample,50 patients,49 patients
540,4,address2,building 5,building 6
540,6,city,tuskegee,tuscaloosa
540,8,zip code,36083,36084
540,10,phone number,3347270550,3347270551
540,17,score,88%,87%
540,18,sample,100 patients,99 patients
541,1,provider number,10023,10024
541,8,zip code,36607,36617
541,10,phone number,2514351200,2514351201
541,17,score,90%,89%
541,18,sample,120 patients,121 patients
542,1,provider number,20009,20090
542,6,city,anchorage,juneau
542,8,zip code,99501,99502
542,10,phone number,9072585048,9072585047
542,17,score,78%,77%
542,18,sample,43 patients,44 patients
543,8,zip code,86001,86011
543,17,score,73%,71%
543,18,sample,31 patients,33 patients
544,8,zip code,85006,85060
544,17,score,89%,84%
