index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
124,20034,north alabama medical center,1701 veterans drive,empty,empty,florence,al,35631,lauderdale,2567688402,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),83%,151 patients,al_hf-1
512,30021,birmingham va medical center,700 south 19th street,unit 5,empty,birmngham,al,35230,jefferson,2059338102,va medical center,federal government,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,46 patients,al_ami-8b
713,10036,d c h regional medical center,809 university boulevard east,empty,empty,tuscaloosa,al,35402,tuscaloosa,2057597112,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygenation assessment,89%,101 patients,al_pn-4
235,20011,alabama surgical center,1234 surgical way,suite 201,empty,birmingham,al,35208,jefferson,2059876544,surgical centers,proprietary,no,knee replacement,kr-4,knee replacement patients who received antibiotic prophylaxis perioperatively,94%,49 patients,al_kr-4
772,10037,central alabama veterans healthcare system,2400 hospital road,building 6,empty,tuscaloosa,al,36084,macon,3347270551,va hospitals,federal government - va,yes,heart failure,hf-4,heart failure patients given discharge instructions,87%,99 patients,al_hf-4
513,10024,infirmary health,5 infirmary circle,suite 300,empty,mobile,al,36617,mobile,2514351201,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-3,stroke patients with prescribed antithrombotic therapy at discharge,89%,121 patients,al_stroke-3
112,20090,anchorage general hospital,500 w 5th ave,suite 203,empty,juneau,ak,99502,anchorage,9072585047,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,77%,44 patients,ak_ami-8b
287,30014,flagstaff medical center,1200 n beaver st,suite 301,empty,flagstaff,az,86011,coconino,9287793366,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,71%,33 patients,az_ami-7a
509,40009,phoenix memorial hospital,800 e van buren st,suite 102,empty,phoenix,az,85060,maricopa,6022530008,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,84%,221 patients,az_scip-inf-1
123,20001,aloha medical center,123 beach road,suite 100,building A,honolulu,hi,96816,honolulu,8085551243,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,93%,116 patients,hi_hf-1
457,30090,sunset valley hospital,789 mountain view drive,suite 201,tower B,pheonix,az,85010,maricopa,6029876544,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients assessed for rehabilitation,87%,46 patients,az_stroke-2
790,40021,maple grove medical center,555 park avenue,suite 300,tower C,minneapolis,mn,55417,hennepin,6123337891,acute care hospitals,government - local,yes,hip replacement,hip-6,hip replacement patients who received prophylactic antibiotics,94%,66 patients,mn_hip-6
303,10082,jackson medical center,220 hospital dr,suite 115,empty,jackson,al,36546,clarke,2512469022,acute care hospitals,government - local,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,44 patients,al_hf-3
555,20015,providence alaska medical center,3200 providence drive,suite 100,empty,anchorage,ak,99508,anchorage,9072125811,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,76%,35 patients,ak_amix8a
712,30009,northwest medical center,1360 highway 43 north,suite 200,empty,winfield,al,35594,marion,2054877711,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,88%,62 patients,al_pn-5c
302,20013,fairbanks memorial hospital,1650 cowles street,suite 101,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,87%,90 patients,ak_hf-3
518,30029,yuma regional medical center,2400 south avenue a,unit 105,empty,yuma,az,85365,yuma,9283442001,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),72%,50 patients,az_ami-4
742,40014,mercy medical center,1000 north village avenue,suite 301,empty,rockville,md,20851,montgomery,3012796002,acute care hospitals,voluntary non-profit - church,no,heart attack,ami-9,heart attack patients given ace inhibitor or arb at discharge,85%,65 patients,md_ami-9
234,20019,sunset valley medical center,340 sunrise avenue,suite 201,empty,sunset valley,ca,90211,los angeles,3105551235,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,86%,125 patients,ca_hf-1
378,30025,pinecrest medical center,710 pine street,suite 105,empty,pinecrest,fl,33134,miami-dade,3057895679,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients given antithrombotic therapy by end of hospital day 2,87%,60 patients,fl_stroke-2
512,40012,oakwood general hospital,450 oak avenue,unit 301,empty,oakwood,tx,75202,dallas,2143339871,acute care hospitals,government - local,yes,infection control,ic-3,healthcare workers vaccinated for influenza,95%,155 workers,tx_ic-3
123,20008,fairbanks memorial hospital,1650 cowles street,suite 9,empty,fairbanks,ak,99702,fairbanks north star,9074585551,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,125 patients,ak_hf-4
789,30021,presbyterian hospitl,1100 central ave se,suite 101,empty,albuquerqe,nm,87116,bernalilo,5058411243,acute care hospitals,voluntary non-profit - private,yes,stroke,stki-2,stroke patients who received head ct scan results within 45 minutes of arrival,90%,55 patients,nm_stki-2
567,40012,flagstaff medical cntr,1200 n beaver st,empty,empty,flagstaf,az,86010,coconino,9287793366,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,45 patients,az_ami-8a
123,20023,sunset valley medical center,555 maple street,suite 203,empty,sunset valley,ca,90212,los angeles,3105551243,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,80%,40 patients,ca_hf-1
456,3015,mountain view regional medical center,123 oak avenue,suite 100,empty,mountain view,nv,89132,clark,7025556789,acute care hospitals,proprietary,yes,stroke,st-3,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,85%,62 patients,nv_st-3
789,408,sunnydale community hospital,77 elm street,floor 3,room 305,sunnydale,fl,33000,miami-dade,3055558769,acute care hospitals,government - local,yes,hip replacement,hipr-2,hip replacement patients whose daily activities were assessed and evaluated,93%,38 patients,fl_hipr-2
324,20078,mountain view hospital,1000 west 25th avenue,suite 100,empty,anchorage,ak,99504,anchorage,9075551243,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,ak_hf-1
555,30019,sunset medical center,700 sunrise avenue,building C,empty,phoenix,az,85010,maricopa,6029876544,acute care hospitals,voluntary non-profit - private,yes,stroke,st-6,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,76%,44 patients,az_st-6
789,40025,central valley medical center,123 oak street,suite 201,empty,fresno,ca,93702,fresno,5597654322,acute care hospitals,government - local,yes,hip replacement,hip-knee-2,patients who had blood clots removed from the lungs or legs,93%,36 patients,ca_hip-knee-2
111,20034,northern lights regional hospital,5870 northern lights boulevard,unit 301,empty,fairbanks,ak,99708,fairbanks north star,9074585556,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,149 patients,ak_hf-1
802,10083,dekalb regional medical center,200 medical center drive sw,building 3,suite 101,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,stroke,st-4,stroke patients who received treatment with anticoagulant therapy prescribed at discharge,72%,45 patients,al_st-4
312,30021,phoenix children's hospital,1919 east thomas road,unit 5,suite 302,phoenix,az,85061,maricopa,6029331001,childrens,voluntary non-profit - private,yes,surgical care improvement project,scip-inf-6,surgery patients who received appropriate venous thromboembolism prophylaxis within 24 hours of surgery,90%,100 patients,az_scip-inf-6
321,10087,southern regional medical center,11 upper riverdale road sw,suite 206,empty,riverdale,ga,30274,clayton,7709918000,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,155 patients,ga_hf-1
577,20024,mat-su regional medical center,2500 south woodworth loop,suite 100,empty,palmer,ak,99654,matanuska-susitna,9078616001,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,88%,121 patients,ak_pn-3b
245,10061,hughston hospital,100 hospital road,suite 200,empty,columbus,ga,31905,muscogee,7064942101,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,41 patients,ga_amix8a
122,20023,central peninsula hospital,251 hospital place,unit 2,floor 4,soldotna,ak,99668,kenai peninsula,9077144405,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,77%,44 patients,ak_ami-8b
275,30013,banner boswell medical center,10401 west thunderbird boulevard,suite 2b,unit 4,sun city,az,85351,maricopa,6238324000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3b,heart attack patients given aspirin at arrival,82%,60 patients,az_ami-3b
502,50026,piedmont fayette hospital,1255 highway 54 west,building 3,floor 1,fayetteville,ga,30214,fayette,7707197000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7b,heart attack patients given aspirin at discharge,89%,80 patients,ga_ami-7b
732,10036,saint vincents east,50 medical park east drive,suite 259,empty,birmingham,al,35235,jefferson,2058383221,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,110 patients,al_hf-3
575,10025,andalusia regional hospitl,849 south 3 notch street,empty,empty,andalusia,al,36421,covington,3342228466,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,81%,42 patients,al_ami-8a
312,10010,d c h regional medical center,809 university boulevard east,empty,empty,tuscaloosa,al,35410,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,94%,140 patients,al_pn-3b
312,20023,bayside community hospitl,123 seaside avenue,suite 101,empty,oceanview,ak,99610,kodiak island,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,120 patients,ak_hf-1
527,30041,sunset memorial hospital,800 west franklin street,suite 300,empty,phoenix,az,85070,maricopa,6029876544,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients given anti-thrombotic therapy by the end of hospital day 2,91%,99 patients,az_stroke-2
719,40013,sunyvale medical center,600 sunny avenue,suite 500,empty,sunyvale,ca,94086,santa clara,4087654320,acute care hospitals,government - local,yes,hip replacement,hip-knee-2,patients who had a hip fracture repair surgery and received treatment to prevent blood clots within 24 hours before or after their surgery,93%,42 patients,ca_hip-knee-2
324,10032,tuscaloosa medical center,700 university boulevard east,suite 103,empty,tuscaloosa,al,35401,tuscaloosa,2055532351,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,40 patients,al_amix8a
521,20050,fairbanks memorial hospital,1650 cowles street,suite 101,empty,fairbanks,ak,99702,fairbanks north star,9074528182,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,88%,122 patients,ak_pn-5c
752,10013,huntsville hospital,101 sivley road,empty,empty,hunstville,al,35810,madison,2562651001,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,70%,30 patients,al_ami-7a
312,20062,fairbanks memorial hospital,1650 cowles street,suite 201,empty,fairbanks,ak,99703,fairbanks north star,9074585556,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,129 patients,ak_hf-1
527,20111,mat-su regional medical center,2500 south woodworth loop,apt 101,building C,palmer,ak,99646,matanuska-susitna,9078616001,acute care hospitals,government - local,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,87%,140 patients,ak_pn-3c
123,20029,alabama medical center,1234 hospital road,unit 200,building B,birmingh,al,35209,jefferson,2051234568,acute care hospitals,government - local,no,stroke,st-4,stroke patients with prescribed antithrombotic therapy at discharge,89%,155 patients,al_st-5
456,31002,pineview hospital,800 pineview drive,suite 201,tower B,mobile,al,36618,mobile,2519876542,acute care hospitals,government - local,yes,heart failure,hf-3,heart failure patients given discharge instructions,83%,105 patients,al_hf-4
789,40004,southern medical center,700 southern blvd,unit 501,tower C,montgomer,al,36118,montgomery,3345678902,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-4a,pneumonia patients given smoking cessation advice/counseling,74%,85 patients,al_pn-4b
123,20031,saint john's hospital,123 main street,suite 200,empty,springfiel,il,62702,sangamon,2175551235,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,86%,105 patients,il_hf-2
456,30012,sunset medical center,750 sunset blvd,suite 500,empty,los angel,ca,90002,los angeles,2139876544,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients receiving antithrombotic therapy by the end of hospital day 2,77%,55 patients,ca_st-7
789,40025,pinecrest regional hospital,800 pine avenue,suite 100,suite 101,pineville,la,71361,rapides,3185556790,acute care hospitals,government - local,yes,hip replacement,hip-knee-1,patients who had knee replacement surgery who received antibiotic(s) at the right time (within one hour before surgery),91%,41 patients,la_hip-knee-1
305,20014,alaska native medical center,4315 diplom avenue,empty,empty,anchorage,ak,99580,anchorage,9075637101,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,94%,40 patients,ak_ami-3
512,10023,infirmary west,5 mobile infirmary circle,empty,empty,mobile,al,36617,mobile,2514352401,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,surgery patients who received treatment to prevent blood clots after certain types of surgeries,89%,111 patients,al_scip-vte-2
729,10036,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518671226,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,15 patients,al_ami-8a
325,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,al_amix8a
572,10026,d c h regional medical center,809 university boulevard east,empty,empty,tuscaloosa,al,35401,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,71%,18 patients,al_ami-7a
348,20012,anchorage general hospital,789 elizabeth street,unit 203,empty,anchorage,ak,99516,anchorage,9078654700,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,78%,42 patients,ak_ami-5
512,30007,phoenix medical center,445 main street,suite 102,empty,phoenix,az,85003,maricopa,6023218565,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygen saturation,84%,95 patients,az_pn-4
734,40023,little rock medical center,701 broadway avenue,unit 305,empty,little rock,ar,72201,pulaski,5015557890,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,91%,58 patients,ar_ami-3
123,20022,central alabama veterans healthcare system,215 perry hill road,suite 103,empty,montgomery,al,36109,montgomery,3342724670,va medical center,federal government - department of defense,yes,heart failure,hf-2,heart failure patients given discharge instructions,95%,120 patients,al_hf-2
234,30010,saint joseph hospital,1 saint joseph drive,empty,empty,lexington,ky,40504,fayette,8593131700,acute care hospitals,voluntary non-profit - church,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,88%,45 patients,ky_stroke-2
345,40015,memorial hermann texas medical center,6411 fannin,empty,empty,houston,tx,77030,harris,7137044000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4b,pneumonia patients assessed and given oxygenation assessment,84%,100 patients,tx_pn-4b
302,20034,northern lights regional health center,700 s alaska street,empty,empty,palmer,ak,99645,matanuska susitna,9073522880,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,ak_amix8a
518,30012,phoenix indian medical center,4212 n 16th st,empty,empty,phoenix,az,85016,maricopa,6022631200,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,18 patients,az_ami-7a
725,40025,saint lukes hospital,1099 w fremont ave,empty,empty,sunnyvale,ca,94087,santa clara,4087393333,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,98 patients,ca_pn-3b
345,20032,mountain view regional hospital,1000 north 16th street,suite a,empty,las vegas,nv,89101,clark,7022934111,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,78%,120 patients,nv_hf-1
512,30019,sunset community health center,925 w ash ave,suite b,empty,glenwood springs,co,81601,garfield,9709452840,critical access hospitals,voluntary non-profit - private,yes,stroke,st-3,ischemic stroke patients who received anticoagulation therapy by the end of hospital day 2,82%,45 patients,co_st-3
729,40022,sacred heart medical center - riverside,1050 west college avenue,empty,empty,jacksonville,fl,32204,duval,9043087300,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-1,pneumonia patients assessed and given influenza vaccination,91%,210 patients,fl_pn-1
304,20009,fairbanks memorial hospital,1650 cowles street,suite 2,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,42 patients,ak_ami-8b
512,10022,baptist medical center east,400 taylor road,empty,empty,montgomery,al,36117,montgomery,3342734450,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,91%,63 patients,al_ami-8a
729,10036,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,85%,39 patients,al_ami-7a
346,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,79%,46 patients,ak_hf-4
512,30015,tucson medical center,5301 east grant road,empty,empty,tucson,az,85712,pima,5203275461,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,81%,37 patients,az_ami-8a
721,40012,saint joseph hospital,1375 east 19th avenue,empty,empty,denver,co,80218,denver,3038122000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,18 patients,co_ami-7a
205,30012,new hope hospital,875 hope avenue,suite 201,empty,new hope,al,35760,madison,2569854321,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,120 patients,al_hf-1
376,40028,sunset healthcare,3300 sunset boulevard,suite 105,empty,sunset beach,ca,90742,orange,5627896543,acute care hospitals,voluntary non-profit - other,yes,stroke,st-6,stroke patients who received appropriate treatment to prevent blood clots within 2 days of arrival,75%,45 patients,ca_st-6
512,50019,pineview medical center,567 pine avenue,suite 301,empty,pineville,nc,28134,mecklenburg,7041234567,acute care hospitals,proprietary,yes,hip replacement,hip-1,patients who got treatment at the right time (within 48 hours before or after surgery),93%,65 patients,nc_hip-1
322,20024,fairbanks memorial hospital,1650 cowles street,suite 1,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients who get a flu shot,85%,110 patients,ak_hf-4
576,30015,casa grande regional medical center,1800 east florence boulevard,empty,empty,casa grande,az,85122,pinal,5203816300,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,38 patients,az_ami-8a
712,10036,conway medical center,300 singleton ridge road,empty,empty,conway,sc,29526,horry,8433477111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,45 patients,sc_ami-7a
432,20010,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7,heart attack patients given aspirin at arrival,83%,40 patients,ak_ami-7
732,10036,andalusia regional hospital,849 south 3 notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygen,90%,55 patients,al_pn-4
523,10024,bryan w whitfield memorial hospital,105 highway 80 east,empty,empty,demopolis,al,36732,marengo,3342894000,acute care hospitals,government - local,yes,surgical infection prevention,scip-inf-2,surgery patients who received appropriate treatment to prevent blood clots after certain types of surgeries,78%,120 patients,al_scip-inf-2
305,20021,alaska general hospital,1234 northern lights blvd,suite 200,empty,anchorage,ak,99503,anchorage,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,78%,45 patients,ak_ami-8b
518,30012,mountain view hospital,5000 hospital drive,suite 100,empty,las vegas,nv,89102,clark,7029876543,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,85%,120 patients,nv_hf-4
123,20025,alaska general hospital,123 main street,suite 100,empty,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,82%,120 patients,ak_hf-1
456,30015,mountain view hospital,500 hills avenue,unit 202,empty,denver,co,80210,denver,3039876543,acute care hospitals,government - local,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,75%,90 patients,co_stroke-2
205,30023,sunset general hospital,450 main street,suite 201,empty,sunset city,ca,90210,los angeles,3105557890,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,82%,135 patients,ca_hf-1
502,40012,mountain view medical center,800 oak street,suite 301,empty,mountain city,tn,37683,johnson,4235551234,acute care hospitals,government - local,yes,stroke,st-6,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,75%,48 patients,tn_st-6
701,10033,southern regional medical center,700 main avenue,suite 102,empty,southern city,ga,30303,fulton,4045556789,acute care hospitals,proprietary,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,88%,63 patients,ga_pn-8
301,10012,mercy medical center,3701 bienville boulevard,suite 3,empty,ocean springs,ms,39564,jackson,2288181111,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-4a,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,45 patients,ms_ami-4a
522,20003,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-6,heart attack patients given ace inhibitor or arb at discharge,78%,60 patients,ak_ami-6
702,10033,clay county hospital,83825 highway 9,empty,empty,ashland,al,36251,clay,2563541200,critical access hospitals,government - local,yes,heart attack,ami-4a,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,20 patients,al_ami-4a
724,10036,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,98 patients,al_hf-1
543,20005,yukon kuskokwim delta regional hospital,2000 hospital drive,empty,empty,bethel,ak,99559,bethel,9075436300,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,73%,42 patients,ak_amix8a
312,30012,white mountain regional medical center,118 south main street,empty,empty,springerville,az,85938,apache,9283334361,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,187 patients,az_scip-inf-1
324,10020,baptist medical center south,2105 e south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,45 patients,al_ami-8b
507,10024,athens limestone hospital,700 west market street,empty,empty,athens,al,35611,limestone,2562321620,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,85%,120 patients,al_pn-8
736,10036,brookwood baptist medical center,2010 brookwood medical center drive,empty,empty,birmingham,al,35209,jefferson,2058771000,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,35 patients,al_ami-8a
349,10025,baptist medical center east,400 taylor road,empty,empty,montgomery,al,36117,montgomery,3342734450,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,42 patients,al_amix8a
508,10021,lakeland community hospital,42024 highway 195,empty,empty,haleyville,al,35565,winston,2054865213,acute care hospitals,proprietarx,yes,pneumonia,pn-4,pneumonia patients assessed and given smoking cessation advice/counseling,85%,58 patients,al_pn-4
765,20019,northern lights regional health centre,10808 79 avenue,suite 300,empty,fort mcmurray,ab,12345,wood buffalo,7807916161,general medical and surgical hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,120 patients,ab_hf-1
224,30015,sunnybrook health sciences centre,2075 bayview avenue,room h 130,empty,toronto,on,56789,toronto,4164806100,general medical and surgical hospitals,government - hospital district or authority,yes,stroke,stroke-1,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,91%,150 patients,on_stroke-1
102,20032,central peninsula hospital,250 hospital place,suite 1,empty,soldotna,ak,99669,kenai peninsula,9077144404,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,42 patients,ak_ami-8a
752,10037,lutheran hospital,795 ross clark circle,empty,empty,dothan,al,36303,houston,3347945000,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,95 patients,al_hf-1
519,10023,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,37 patients,al_pn-7
205,20008,fairbanks memorial hospital,1650 cowles street,suite 101,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,84%,115 patients,ak_hf-4
508,20015,mat-su regional medical center,2500 s woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616862,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,surgery patients on a beta blocker prior to arrival who received a beta blocker during the perioperative period,96%,87 patients,ak_scip-vte-2
